Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
9213317,114-19 229TH STREET,114-19 229TH STREET,,ST ALBANS,Queens,,4101,2,03/02/1993,03/02/1993,Equipment Failure,,Private Dwelling,03/02/1993,#2 fuel oil,Petroleum,1,Gallons,0
9312906,114-20 78TH ROAD FLUSHING,144-20 78TH ROAD,,QUEENS,Queens,,4101,2,02/02/1994,02/02/1994,Tank Test Failure,,Gasoline Station or other PBS Facility,02/03/1994,#2 fuel oil,Petroleum,0,,0
9203452,114-24 168TH ST,114-24 168TH ST,,JAMAICA,Queens,,4101,2,06/23/1992,06/23/1992,Equipment Failure,,Private Dwelling,06/23/1992,#2 fuel oil,Petroleum,2,,0
9503811,114-24 22ND AVENUE,114-24  22ND AVENUE,,WHITESTONE,Queens,,4101,2,06/24/1995,06/28/1995,Equipment Failure,,Private Dwelling,06/28/1995,#2 fuel oil,Petroleum,1,Gallons,1
9310299,114-29 198TH STREET,114-29 198TH STREET,,ST ALBANS,Queens,,4101,2,11/24/1993,11/24/1993,Equipment Failure,,Private Dwelling,11/24/1993,#2 fuel oil,Petroleum,0,,0
0301315,114-30 141 ST,114-30 141TH ST,,SOUTH OZONE PARK,Queens,,4101,2,05/06/2003,05/06/2003,Tank Failure,,Private Dwelling,02/22/2007,#2 fuel oil,Petroleum,0,Gallons,0
9708807,114-36 & 38 25TH RD,114-36 & 38 25TH RD,,QUEENS,Queens,,4101,2,10/28/1997,10/28/1997,Unknown,,Commercial/Industrial,01/07/1998,motor oil,Petroleum,0,Gallons,0
9508932,114-39 SUTPHIN BLVD,114-39 SUTPHIN BLVD,,JAMAICA,Queens,,4101,2,10/20/1995,10/20/1995,Housekeeping,,Commercial/Industrial,02/13/1997,unknown petroleum,Petroleum,0,Gallons,0
0210965,114-41 149TH AVENUE,114-41 149TH AVENUE,,SOUTH OZONE PARK,Queens,,4101,2,02/01/2003,02/01/2003,Equipment Failure,,Tank Truck,07/07/2003,#2 fuel oil,Petroleum,1,Gallons,0
9304111,114-43 170TH STREET,114-43 170TH STREET,,JAMAICA,Queens,,4101,2,06/30/1993,06/30/1993,Equipment Failure,,Private Dwelling,07/01/1993,#2 fuel oil,Petroleum,1,Gallons,0
8910679,114-51 145TH ST - QNS,114-51 145TH ST,,JAMAICA,Queens,,4101,2,02/08/1990,02/08/1990,Tank Overfill,,Commercial/Industrial,02/08/1990,#2 fuel oil,Petroleum,1,Gallons,1
9502364,114-52 210TH STREET,114-52  210TH  STREET,,CAMBRIA HEIGHTS,Queens,,4101,2,05/25/1995,05/25/1995,Unknown,,Private Dwelling,05/25/1995,unknown petroleum,Petroleum,0,Gallons,0
9211896,114-53 COLFAX STREET,114-53 COLFAX STREET,,CAMBRIA HEIGHTS,Queens,,4101,2,01/19/1993,01/19/1993,Tank Overfill,,Private Dwelling,01/19/1993,#2 fuel oil,Petroleum,3,Gallons,0
9009724,114-56 199TH ST/QUEENS,114-56 199TH STREET,,NEW YORK CITY,Queens,,4101,2,12/05/1990,12/07/1990,Unknown,,Private Dwelling,12/07/1990,gasoline,Petroleum,0,,0
9515493,114-62 MERRICK BLVD,114-62 MERRICK BLVD,,JAMAICA,Queens,,4101,2,03/01/1996,03/01/1996,Equipment Failure,,Private Dwelling,03/01/1996,#2 fuel oil,Petroleum,1,Gallons,1
9211048,114-7 175TH STREET,114-7 175TH STREET,,JAMAICA,Queens,,4101,2,12/23/1992,12/23/1992,Tank Overfill,,Private Dwelling,12/23/1992,#2 fuel oil,Petroleum,1,Gallons,0
8908121,114-70 203RD ST,144-70 203RD ST,,ST ALBANS,Queens,,4101,2,11/12/1989,11/15/1989,Abandoned Drums,,Private Dwelling,11/20/1989,waste oil/used oil,Petroleum,0,Pounds,0
9308634,114-80 139TH STREET.,114-80 139TH STREET,,ST ALBANS,Queens,,4101,2,10/18/1993,10/18/1993,Unknown,,Private Dwelling,10/18/1993,#2 fuel oil,Petroleum,5,Gallons,0
9705634,114/126 ORISKANY BLVD,114/126 ORISKANY BLVD,,WHITESTOWN,Oneida,,3370,6,08/08/1997,08/08/1997,Unknown,,Unknown,04/21/2008,unknown petroleum,Petroleum,0,Gallons,0
9205516,1140 ARDEN AVE,1140 ARDEN AVE,,ANNADALE,Richmond,,4301,2,08/13/1992,08/13/1992,Unknown,,Unknown,08/13/1992,gasoline,Petroleum,0,,0
9514705,1140 BROADWAY,1140 BROADWAY,,MANHATTAN,New York,,3101,2,02/16/1996,02/16/1996,Human Error,,Commercial/Industrial,01/28/1997,#6 fuel oil,Petroleum,15,Gallons,0
9706204,1140 EAST 7TH ST,1140 EAST 7TH ST,,BROOKLYN,Kings,,2401,2,08/21/1997,08/21/1997,Equipment Failure,,Commercial Vehicle,05/06/1998,hydraulic oil,Petroleum,1,Gallons,0
9608303,1140 WOODYCREST AVE,1140 WOODYCREST AVE,,BRONX,Bronx,,0301,2,10/03/1996,10/03/1996,Other,,Tank Truck,10/03/1996,#2 fuel oil,Petroleum,2,Gallons,0
9710960,1141 BOSTON POST ROAD,NEAR PURDY AVENUE-RYESHEL,,RYE,Westchester,,6048,3,12/30/1997,12/30/1997,Unknown,BLIND BROOK,Gasoline Station or other PBS Facility,12/30/1997,unknown material,Other,0,Gallons,0
8909779,1141 CASTLE HILL /SUNOCO,1141 CASTLE HILL ROAD,,NEW YORK CITY,Bronx,,0301,2,01/11/1990,01/11/1990,Tank Test Failure,,Gasoline Station or other PBS Facility,11/05/2003,gasoline,Petroleum,0,Pounds,0
9413371,1141 MCBRIDE ST,1141 MCBRIDE ST,,FAR ROCKAWAY,Queens,,4101,2,01/07/1995,01/07/1995,Tank Overfill,,Commercial/Industrial,01/26/2004,#4 fuel oil,Petroleum,10,Gallons,0
9414318,1142 MANOR AVENUE,1142 MANOR AVENUE,,BRONX,Bronx,,0301,2,01/30/1995,01/30/1995,Unknown,,Private Dwelling,01/30/1995,#2 fuel oil,Petroleum,100,Gallons,0
9609436,1143,EAST 223 STREET,,BRONX,Bronx,,0301,2,10/28/1996,10/28/1996,Equipment Failure,,Private Dwelling,10/28/1996,#2 fuel oil,Petroleum,0,Gallons,0
8903292,1143 ATLANTIC AVE/CITGO,1143 ATLANTIC AVENUE,,BROOKLYN,Kings,11216-,2401,2,06/29/1989,06/29/1989,Tank Test Failure,,Gasoline Station or other PBS Facility,05/04/1995,gasoline,Petroleum,0,Pounds,0
9308547,1143 CONEY ISLAND AVE.,1143 CONEY ISLAND AVE,,BROOKLYN,Kings,,2401,2,10/14/1993,10/14/1993,Human Error,,Tank Truck,04/25/1995,gasoline,Petroleum,40,Gallons,0
9709733,1143 CROES AV,1143 CROES AVE,,BRONX,Bronx,,0301,2,11/20/1997,11/20/1997,Tank Overfill,,Private Dwelling,02/19/2003,#2 fuel oil,Petroleum,5,Gallons,5
9909172,1144 DEANE ST,1144 DEANE ST,,BROOKLYN,Kings,,2401,2,10/28/1999,10/28/1999,Unknown,,Unknown,01/06/2006,#2 fuel oil,Petroleum,0,Gallons,0
0470204,1144 LEXINGTON AVENUE,1144 LEXINGTON AVENUE,,ROCHESTER,Monroe,,2814,8,08/03/2004,08/03/2004,Abandoned Drums,,Unknown,09/12/2007,unknown material,Other,0,Gallons,0
0470268,1144 LEXINGTON AVENUE,1144 LEXINGTON AVENUE,,GREECE,Monroe,14606,2828,8,09/07/2004,09/07/2004,Abandoned Drums,,Unknown,09/07/2004,waste oil/used oil,Petroleum,110,Gallons,110
9313085,1144 LYDIG AVE.,1144 LYDING AVENUE,,BRONX,Bronx,,0301,2,02/02/1994,02/02/1994,Unknown,,Tank Truck,02/04/1994,#4 fuel oil,Petroleum,0,Gallons,0
9310370,1144 LYDIG AVENUE,1144 LYDIG AVENUE,,BRONX,Bronx,,0301,2,11/26/1993,11/26/1993,Unknown,,Tank Truck,11/26/1993,#4 fuel oil,Petroleum,20,Gallons,0
0906723,1145 60TH ST(BETWEEN 14TH AND 15TH AVE),60TH ST(BETWEEN 14TH AND 15TH AVE),,BROOKLYN,Kings,,2401,2,09/14/2009,09/14/2009,Traffic Accident,,Commercial Vehicle,09/23/2009,diesel,Petroleum,14,Gallons,0
9110287,1145 E 12TH ST BET L & K,1145 E 12TH ST,,BROOKLYN,Kings,,2401,2,12/17/1991,12/31/1991,Unknown,,Unknown,01/07/1992,kerosene,Petroleum,0,Gallons,0
9510545,1146 EAST 212TH STREET,1146 EAST 212TH STREET,,BRONX,Bronx,,0301,2,11/21/1995,11/21/1995,Tank Failure,,Private Dwelling,11/21/1995,#2 fuel oil,Petroleum,1,Gallons,0
9006423,1146 RANDALL AVE/BX/MOBIL,1146 RANDALL AVENUE,,BRONX,Bronx,,0301,2,09/11/1990,09/12/1990,Unknown,,Gasoline Station or other PBS Facility,09/24/1994,unknown petroleum,Petroleum,0,,0
9510574,1147 NORTH RR AVE,1147 NORTH RR AVE,,STATEN ISLAND,Richmond,,4301,2,11/22/1995,11/22/1995,Human Error,,"Institutional, Educational, Gov., Other",11/22/1995,other  -,Other,0,Gallons,0
0303006,1147 STATE RT. 11,1147 STATE RT 11,,BRUSHTON,Franklin,,1700,5,06/21/2003,06/21/2003,Unknown,,Private Dwelling,06/23/2003,raw sewage,Other,0,Gallons,0
9212046,1149 50TH STREET,1149 50TH STREET,,BROOKLYN,Kings,,2401,2,01/21/1993,01/21/1993,Equipment Failure,,Private Dwelling,01/21/1993,#2 fuel oil,Petroleum,0,,0
9213983,1149 SLAVEY AVENUE,1149 SLAVEY AVENUE,,BROOKLYN,Kings,,2401,2,03/21/1993,03/21/1993,Equipment Failure,,Private Dwelling,03/21/1993,#2 fuel oil,Petroleum,1,Gallons,0
8906725,114TH ST &VALENTINE ST/BX,114TH ST & VALENTINE ST,,NEW YORK CITY,Bronx,,0301,2,10/09/1989,10/09/1989,Tank Overfill,,Tank Truck,10/09/1989,#2 fuel oil,Petroleum,50,Gallons,0
0101996,115,BEACH AVE,,LARCHMONT,Westchester,,6000,3,05/21/2001,05/21/2001,Equipment Failure,,Commercial/Industrial,05/25/2001,dielectric fluid,Petroleum,1,Gallons,0
9870469,115 BAY STREET WASTE OIL,115 BAY STREET,,ROCHESTER,Monroe,14605,2814,8,01/26/1999,01/26/1999,Abandoned Drums,,"Institutional, Educational, Gov., Other",04/06/2001,antifreeze,Other,0,Gallons,0
9870469,115 BAY STREET WASTE OIL,115 BAY STREET,,ROCHESTER,Monroe,14605,2814,8,01/26/1999,01/26/1999,Abandoned Drums,,"Institutional, Educational, Gov., Other",04/06/2001,waste oil/used oil,Petroleum,0,Gallons,0
9814593,115 CENTRAL PARK WEST,115 CENTRAL PARK WEST,,MANHATTAN,New York,,3101,2,03/08/1999,03/08/1999,Equipment Failure,,Commercial Vehicle,03/08/1999,#6 fuel oil,Petroleum,5,Gallons,0
1707056,115 DESPATCH DRIVE,115 DESPATCH DRIVE,,EAST ROCHESTER,Monroe,,2858,8,10/19/2017,10/20/2017,Equipment Failure,,Commercial Vehicle,10/20/2017,hydraulic oil,Petroleum,1,Gallons,1
1509788,115 DESPATCH PROPERTY,115 DESPATCH DRIVE,,EAST ROCHESTER,Monroe,,2858,8,12/30/2015,12/10/2015,Unknown,,Commercial/Industrial,07/31/2018,unknown petroleum,Petroleum,0,,0
9401322,115 E.SHORE CIRCLE,115 EAST SHORE CIRCLE,,ITHACA,Tompkins,,5530,7,04/27/1994,04/27/1994,Equipment Failure,,Private Dwelling,05/18/1994,unknown petroleum,Petroleum,1,Gallons,0
0312925,115 EAST 2ND ST,115 EAST 2ND ST,,MANHATTAN,New York,,3101,2,02/23/2004,02/23/2004,Other,,Unknown,04/27/2004,PCB oil,Petroleum,0,Pounds,0
1211600,115 East 6th Road,115 East 6th Road,,Broad Channel,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,125
1211601,115 East 7th Road,115 East 7th Road,,Broad Channel,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,200
1211602,115 East 8th Road,115 East 8th Road,,Broad Channel,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,225
2007003,115 FARRELL RD-TERPENING TRUCKING YARD,115 FARRELL RD,,SYRACUSE,Onondaga,13209,3456,7,11/03/2020,11/03/2020,Equipment Failure,,Commercial Vehicle,03/31/2021,diesel,Petroleum,25,Gallons,0
1107573,115 GRAND ST  HURRICANE IRENE FLOOD,115 GRAND ST,SCHOHARIE CREEK HURRICANE IRENE FLOOD,SCHOHARIE,Schoharie,,4842,4,08/28/2011,09/12/2011,Other,SCHOHARIE CREEK,Private Dwelling,03/14/2012,#2 fuel oil,Petroleum,0,Gallons,0
9505916,115 HENRY SSTREET,115 HENRY STREET,,BROOKLYN,Kings,,2401,2,08/14/1995,08/14/1995,Unknown,,Private Dwelling,02/11/2003,#4 fuel oil,Petroleum,0,Gallons,0
1010070,115 JOHN BROWN ROAD,115 JOHN BROWN ROAD,,LAKE PLACID,Essex,,1640,5,12/22/2010,12/22/2010,Equipment Failure,,Unknown,12/27/2010,#2 fuel oil,Petroleum,0.25,Gallons,0.25
9410330,115 LAKE ROAD,115 LAKE ROAD,,MANHATTAN,New York,,3101,2,11/03/1994,11/03/1994,Equipment Failure,,Private Dwelling,11/03/1994,#2 fuel oil,Petroleum,1,Gallons,0
0551285,115 LAKE STREET,115 LAKE STREET,,MAYFIELD,Fulton,,1830,5,11/02/2005,11/02/2005,Deliberate,,Unknown,09/28/2006,#2 fuel oil,Petroleum,25,Gallons,0
1111868,115 LINE,OFF OF CHESTNUT HILL RD,,ROYALTON,Niagara,,3236,9,01/10/2012,01/10/2012,Equipment Failure,,Commercial/Industrial,09/07/2012,gear fluid,Petroleum,1,Gallons,0
9010001,115 LOTTS ST/MANH,115 LOTTS STREET,,NEW YORK CITY,New York,,3101,2,12/13/1990,12/13/1990,Equipment Failure,,Tank Truck,12/13/1990,#2 fuel oil,Petroleum,1,Gallons,0
0100402,115 MCLEAN AVE CORP,117 MCLEAN AVE,,YONKERS,Westchester,,6018,3,04/11/2001,04/11/2001,Human Error,,Private Dwelling,05/14/2001,#2 fuel oil,Petroleum,500,Gallons,0
0304428,115 NO MAIN ST,115 NO MAIN ST,,GLOVERSVILLE,Fulton,,1805,5,07/24/2003,07/28/2003,Equipment Failure,,Commercial/Industrial,12/14/2006,#2 fuel oil,Petroleum,36,Gallons,36
1211603,115 Noel Road,115 Noel Road,,Broad Channel,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,50
9912680,115 PAYSON AVE,115 PAYSON AVE,,MANHATTAN,New York,,3101,2,02/07/2000,02/07/2000,Unknown,,Private Dwelling,02/19/2003,#4 fuel oil,Petroleum,5,Gallons,0
1107767,115 SHANNON ST  HURRICANE IRENE FLOOD,115 SHANNON ST,HURRICANE IRENE FLOOD  SCHOHARIE CREEK,SCHOHARIE,Schoharie,,4842,4,08/28/2011,09/12/2011,Other,SCHOHARIE CREEK,Private Dwelling,03/06/2012,#2 fuel oil,Petroleum,0,Gallons,0
0005076,115 ST/116 ON BROADWAY,115TH /116TH ST  BROADWAY,,MANHATTAN,New York,,3101,2,07/28/2000,07/28/2000,Equipment Failure,,Commercial/Industrial,09/06/2022,dielectric fluid,Petroleum,200,Gallons,0
9112953,115 STATE ST,115 STATE ST,,NEW JERSEY,New Jersey - Region 2,,7400,2,03/22/1992,03/22/1992,Human Error,ARTHUR KILL,Commercial/Industrial,03/22/1992,#2 fuel oil,Petroleum,3,Gallons,0
9211190,115 TUXEDO TRAILER PARK,7176 LOWER E DOMINICK ST,,ROME C,Oneida,,3313,6,12/15/1992,12/29/1992,Deliberate,,Passenger Vehicle,01/19/1993,waste oil/used oil,Petroleum,2,Gallons,0
9509100,115 W 27TH ST,115 W 27TH ST,,MANHATTAN,New York,,3101,2,10/24/1995,10/24/1995,Human Error,,"Institutional, Educational, Gov., Other",10/25/1995,#4 fuel oil,Petroleum,5,Gallons,5
9808374,115 W 27TH ST CO,115 W 27TH ST,,MANHATTAN,New York,,3101,2,10/07/1998,10/07/1998,Tank Failure,,Private Dwelling,05/30/2006,#4 fuel oil,Petroleum,6,Gallons,0
0907630,115 WELLWORTH RD,115 WELLWORTH RD,,CHEEKTOWAGA,Erie,,1530,9,10/07/2009,10/07/2009,Equipment Failure,,Commercial/Industrial,10/07/2009,transformer oil,Petroleum,1,Gallons,1
9416248,115 WEST 135TH STREET,115 WEST 135TH STREET,,MANHATTAN,New York,,3101,2,03/16/1995,03/16/1995,Equipment Failure,,Private Dwelling,03/16/1995,unknown petroleum,Petroleum,10,Gallons,0
9808491,115 WEST 27TH ST,115 WEST 27TH ST,,MANHATTAN,New York,,3101,2,10/08/1998,10/08/1998,Tank Failure,,Commercial/Industrial,10/20/1998,#4 fuel oil,Petroleum,10,Gallons,0
9600448,115 WEST 30TH ST,11TH FLOOR/MANOLOCCI INC.,,MANHATTAN,New York,,3101,2,04/10/1996,04/10/1996,Deliberate,,"Institutional, Educational, Gov., Other",04/10/1996,solvents,Other,0,Gallons,0
9012261,115 WEST POST ROAD S/S,115 WEST POST ROAD,,WHITE PLAINS,Westchester,,6017,3,02/25/1991,02/25/1991,Other,,Gasoline Station or other PBS Facility,03/21/1991,gasoline,Petroleum,0,,0
9201515,115 WESTMINSTER AVE.,115 WESTMINSTER AVE,,SYRACUSE,Onondaga,,3415,7,05/06/1992,05/06/1992,Equipment Failure,,Passenger Vehicle,05/07/1992,gasoline,Petroleum,0,Gallons,0
9506862,115-01 DUNKIRK STREET,115-01 DUNKIRK STREET,,QUEENS,Queens,,4101,2,09/05/1995,09/05/1995,Equipment Failure,,Commercial/Industrial,11/21/1997,non PCB oil,Petroleum,1,Gallons,1
9010020,115-02 218TH ST/QUEENS,115-02 218TH STREET,,NEW YORK CITY,Queens,,4101,2,12/01/1990,12/14/1990,Tank Failure,,Commercial/Industrial,12/14/1990,#2 fuel oil,Petroleum,50,Gallons,0
0001385,115-103 219TH STREET,115-103 219TH STREET,,CAMBRIA HEIGHTS,Queens,,4101,2,05/03/2000,05/04/2000,Tank Failure,,Private Dwelling,02/19/2003,#2 fuel oil,Petroleum,50,Gallons,0
9507292,115-104 22ND ST,115-104 22ND ST,,QUEENS,Queens,,4101,2,09/14/1995,09/14/1995,Equipment Failure,,Private Dwelling,09/14/1995,#2 fuel oil,Petroleum,1,Gallons,1
9107056,115-119 ST MARKS PL,115-119 ST MARKS PL,,NYC,New York,,3101,2,10/01/1991,10/01/1991,Human Error,,Commercial/Industrial,10/01/1991,#4 fuel oil,Petroleum,10,Gallons,0
9209557,115-12 117TH STREET,115-12 117TH STREET,,SOUTH OZONE PARK,Queens,,4101,2,11/17/1992,11/17/1992,Human Error,,Private Dwelling,11/17/1992,#2 fuel oil,Petroleum,2,Gallons,0
9512262,115-16 210TH ST,115-16 210TH ST,,CAMBRIA HEIGHTS,Queens,,4101,2,12/30/1995,12/30/1995,Tank Overfill,,Tank Truck,01/02/1996,#2 fuel oil,Petroleum,1,Gallons,1
9313662,115-18 101ST AVENUE,115-18 101ST AVENUE,,OZONE PARK,Queens,,4101,2,02/21/1994,02/21/1994,Unknown,,Gasoline Station or other PBS Facility,02/21/1994,gasoline,Petroleum,0,,0
9208412,115-19 GROSVENOR ROAD,115-19 GROSVENOR ROAD,,KEW GARDENS,Queens,,4101,2,10/21/1992,10/21/1992,Tank Overfill,,Private Dwelling,10/23/1992,#2 fuel oil,Petroleum,1,Gallons,0
9606885,115-25 227TH ST,115-25 227TH ST,,CAMBRIA HEIGHTS,Queens,,4101,2,08/29/1996,08/29/1996,Equipment Failure,,Private Dwelling,08/29/1996,#2 fuel oil,Petroleum,5,Gallons,5
9610173,115-25 METROPOLITAN AVENU,115-25 METROPOLITAN AVENU,,NEW YORK,Queens,,4101,2,11/13/1996,11/14/1996,Equipment Failure,,Private Dwelling,11/14/1996,#2 fuel oil,Petroleum,5,Gallons,5
9007572,115-27 209TH ST/QUEENS,115-27 209TH STREET,,NEW YORK CITY,Queens,,4101,2,10/11/1990,10/11/1990,Tank Overfill,,Private Dwelling,10/11/1990,#2 fuel oil,Petroleum,1,Gallons,0
9306058,115-30 LINCOLN STREET,115-30 LINCOLN STREET,,OZONE PARK,Queens,,4101,2,08/17/1993,08/17/1993,Housekeeping,,Private Dwelling,03/16/1995,#2 fuel oil,Petroleum,0,Pounds,0
9305593,115-33 174TH STREET,115-33 174TH STREET,,JAMAICA,Queens,,4101,2,07/28/1993,08/05/1993,Tank Failure,,Private Dwelling,08/05/1993,#2 fuel oil,Petroleum,2,Gallons,0
8909544,115-39  126 ST / QNS,115-39 126 ST,,SOUTH OZONE PARK,Queens,,4101,2,01/03/1990,01/04/1990,Human Error,,Tank Truck,01/12/1990,#2 fuel oil,Petroleum,200,Gallons,0
9507548,115-39 196TH ST,115-39 196TH ST,,ST ALBANS,Queens,,4101,2,09/19/1995,09/19/1995,Equipment Failure,,Private Dwelling,09/19/1995,#2 fuel oil,Petroleum,1,Gallons,1
0208116,115-40 121 ST ST,115-40 121 ST ST,,OZONE PARK,Queens,,4101,2,11/05/2002,11/05/2002,Equipment Failure,,Private Dwelling,01/12/2006,#2 fuel oil,Petroleum,50,Gallons,0
0612613,115-48 200TH ST,115-48 200TH ST,,ST ALBANS,Queens,,4101,2,02/20/2007,02/20/2007,Tank Overfill,,Private Dwelling,08/30/2007,#2 fuel oil,Petroleum,8,Gallons,0
9303803,115-57 220TH STREET,115-57 220TH STREET,,CAMBRIDGE HEIGHTS,Queens,,4101,2,06/23/1993,06/23/1993,Equipment Failure,,Private Dwelling,04/25/1994,#2 fuel oil,Petroleum,0,,0
9514373,115-61 228TH ST,115-61 228TH ST,,QUEENS,Queens,,4101,2,02/10/1996,02/10/1996,Equipment Failure,,Private Dwelling,02/21/1996,#2 fuel oil,Petroleum,150,Gallons,0
9514380,115-61 228TH ST,115-61 228TH ST,,QUEENS,Queens,,4101,2,02/09/1996,02/10/1996,Equipment Failure,,Private Dwelling,02/22/1996,#2 fuel oil,Petroleum,150,Gallons,0
9416548,115-61 228TH STREET,115-61 228TH STREET,,QUEENS,Queens,,4101,2,03/22/1995,03/22/1995,Equipment Failure,,Private Dwelling,01/13/2004,#2 fuel oil,Petroleum,0,Gallons,0
9814122,1150 BAPTIST CHURCH RD,1150 BAPTIST CHURCH RD,,YORKTOWN,Westchester,,6054,3,02/23/1999,02/23/1999,Tank Overfill,,Private Dwelling,02/23/1999,#2 fuel oil,Petroleum,2,Gallons,0
9602578,1150 BROADWAY,1150 BROADWAY,,MANHATTAN,New York,,3101,2,05/23/1996,05/23/1996,Unknown,,Unknown,05/23/1996,unknown petroleum,Petroleum,0,Gallons,0
0313371,1150 CARROLL STREET,1150 CARROLL STREET,,Brooklyn,Kings,11225,2401,2,03/05/2004,03/05/2004,Tank Test Failure,,Private Dwelling,07/11/2008,#2 fuel oil,Petroleum,0,Pounds,0
9314434,1150 GRAND CONCOURSE,1150 GRAND CONCOURSE,,BRONX,Bronx,,0301,2,03/10/1994,03/10/1994,Tank Test Failure,,"Non Major Facility > 1,100 gal",09/04/2001,#2 fuel oil,Petroleum,0,Gallons,0
9208026,1150 LONGWOOD AVE.,1150 LONGWOOD AVENUE,,BRONX,Bronx,,0301,2,10/09/1992,10/12/1992,Tank Overfill,,Commercial/Industrial,10/12/1992,diesel,Petroleum,10,Gallons,0
9413226,1150 LONGWOOD AVENUE,1150 LONGWOOD AVENUE,,BRONX,Bronx,,0301,2,01/04/1995,01/04/1995,Tank Test Failure,,Commercial/Industrial,02/08/2005,diesel,Petroleum,0,Gallons,0
9101664,1150 PARK AVE/MANH,1150 PARK AVENUE,,NEW YORK CITY,New York,,3101,2,05/11/1991,05/11/1991,Unknown,,Unknown,05/11/1991,medical waste,Other,0,,0
9101664,1150 PARK AVE/MANH,1150 PARK AVENUE,,NEW YORK CITY,New York,,3101,2,05/11/1991,05/11/1991,Unknown,,Unknown,05/11/1991,unknown petroleum,Petroleum,0,,0
9201510,1151 E 165TH ST,1151 E 165TH ST,,BRONX,Bronx,,0301,2,05/05/1992,05/06/1992,Tank Overfill,,Commercial/Industrial,10/31/2006,#2 fuel oil,Petroleum,0,Pounds,0
8706894,1151 EAST 165TH ST/BRONX,1151 EAST 165TH ST.,,NEW YORK CITY,Bronx,,0301,2,11/13/1987,11/13/1987,Unknown,,"Institutional, Educational, Gov., Other",11/13/1987,#2 fuel oil,Petroleum,300,Gallons,0
9300135,1151 ELDER AVE,1151 ELDER AVE,,BRONX,Bronx,10472,0301,2,04/02/1993,04/02/1993,Equipment Failure,,Commercial/Industrial,05/03/2007,#6 fuel oil,Petroleum,100,Gallons,0
9212450,1152 RANDALL AVE,1152 RANDALL AVE,,BRONX,Bronx,,0301,2,02/03/1993,02/03/1993,Deliberate,,Commercial/Industrial,02/03/1993,waste oil/used oil,Petroleum,0,,0
8903125,1154 ARNOLD DR.,1154 ARNOLD RD,,ENDICOTT,Broome,,0400,7,06/26/1989,06/26/1989,Unknown,,Unknown,06/27/1989,unknown petroleum,Petroleum,0,Gallons,0
9407373,1154 STANLEY AVENUE,1154 STANLEY AVENUE,,BROOKLYN,Kings,,2401,2,08/31/1994,08/31/1994,Equipment Failure,,Commercial Vehicle,08/31/1994,diesel,Petroleum,30,Gallons,0
9400797,1155 GLENN MOORE AVE.,1155 GLENN MORE AVE.,,KINGS,Kings,,2401,2,04/18/1994,04/18/1994,Equipment Failure,,Private Dwelling,04/18/1994,#2 fuel oil,Petroleum,210,Gallons,0
9602410,1155 MCDONALD AVE,1155 MCDONALD AVE,,BROOKLYN,Kings,,2401,2,05/20/1996,05/20/1996,Other,,Commercial/Industrial,11/12/2003,creosote,Hazardous Material,0,Gallons,0
9302651,1155 SCOTTSVILLE PARTNERS,1155 SCOTTSVILLE ROAD,,CHILI,Monroe,14624,2822,8,05/19/1993,05/26/1993,Unknown,,Commercial/Industrial,06/18/2003,unknown petroleum,Petroleum,0,Pounds,0
0751125,1155 SCOTTSVILLE ROAD,1155 SCOTTSVILLE ROAD,,CHILI,Monroe,,2822,8,11/16/2007,11/16/2007,Other,,Commercial/Industrial,02/28/2008,gasoline,Petroleum,1,Gallons,0
9302726,1155-1205 MANHATTAN AVE,1155-1205 MANHATTAN AVE,,BROOKLYN,Kings,,2401,2,05/29/1993,05/29/1993,Unknown,EAST RIVER,Commercial/Industrial,05/29/1993,unknown petroleum,Petroleum,0,Gallons,0
9303748,1155-1205 MANHATTAN AVE,1155-1205 MANHATTAN AVE,,BROOKLYN,Kings,,2401,2,06/23/1993,06/23/1993,Equipment Failure,,Commercial/Industrial,11/19/1998,#2 fuel oil,Petroleum,0,Pounds,0
9109942,1156 GRANT AVE/BILLINGSLY,1156 GRANT AVE,,BRONX,Bronx,,0301,2,12/17/1991,12/18/1991,Human Error,,Private Dwelling,12/18/1991,#2 fuel oil,Petroleum,5,Gallons,0
9010251,1157 BROADWAY/BKLYN,1157 BROADWAY,,BROOKLYN,Kings,,2401,2,12/20/1990,12/20/1990,Equipment Failure,,"Institutional, Educational, Gov., Other",11/16/1994,#2 fuel oil,Petroleum,10,Gallons,0
9102720,1157 E 156TH ST/GOLD META,1157 E 156/GOLD MEDAL FAR,,BRONX,Bronx,,0301,2,06/07/1991,06/07/1991,Equipment Failure,,Tank Truck,06/10/1991,#4 fuel oil,Petroleum,25,Gallons,0
